Property_ID,Property_Type,Location,Bedrooms,Bathrooms,Size_sqft,Price_AED,Price_per_sqft,Furnishing,Year_Built,Listing_Date,Amenities,View_Type,Parking_Spaces,Property_Age
DXB01089,Penthouse,Bur Dubai,3,2,3413,6020532,1764,Semi-Furnished,2023,2025-07-02,"Jacuzzi, Steam Room, Sauna",City View,4,2
DXB01090,Townhouse,Bur Dubai,4,4,2953,5188421,1757,Unfurnished,2018,2025-04-07,"Gym, Jacuzzi, Pets Allowed, Garden, Storage, Childrens Play Area, Swimming Pool, Security",Garden View,4,7
DXB01091,Villa,International City,4,4,4540,6138080,1352,Furnished,2023,2025-04-23,"Security, Swimming Pool, Pets Allowed",Golf Course View,4,2
DXB01092,Apartment,Mudon,4,3,1863,2447982,1314,Unfurnished,2011,2025-02-01,"Pets Allowed, Swimming Pool, Steam Room",Golf Course View,4,14
DXB01093,Townhouse,Town Square,3,3,2693,4602337,1709,Unfurnished,2025,2024-11-22,"Sauna, Parking, Security",Golf Course View,4,0
DXB01094,Penthouse,Discovery Gardens,3,3,3877,5761222,1486,Furnished,2020,2025-02-19,"Study Room, Security, BBQ Area, Childrens Play Area",Marina View,4,5
DXB01095,Townhouse,Dubai Sports City,1,1,2012,2195092,1091,Semi-Furnished,2011,2025-06-04,"Concierge, Swimming Pool, Jacuzzi, Balcony, BBQ Area, Gym",Golf Course View,2,14
DXB01096,Villa,Dubai Sports City,4,3,4682,7748710,1655,Semi-Furnished,2022,2025-05-27,"BBQ Area, Study Room, Concierge, Security, Childrens Play Area",Golf Course View,4,3
DXB01097,Apartment,Jumeirah Lake Towers,4,3,1651,2276729,1379,Semi-Furnished,2021,2025-10-14,"Security, Swimming Pool, Maid Room",Marina View,4,4
DXB01098,Penthouse,Arabian Ranches,3,3,3631,5569954,1534,Furnished,2013,2025-02-10,"Maid Room, Pets Allowed, Steam Room, Balcony",City View,4,12
DXB01099,Penthouse,Discovery Gardens,5,4,4356,8084736,1856,Unfurnished,2016,2025-07-11,"Swimming Pool, Garden, Childrens Play Area",Garden View,4,9
DXB01100,Penthouse,Downtown Dubai,3,2,3625,7152125,1973,Furnished,2017,2024-12-18,"Maid Room, Jacuzzi, Study Room, Balcony, BBQ Area, Pets Allowed, Childrens Play Area",Golf Course View,4,8
DXB01101,Villa,Jumeirah Lake Towers,5,5,5092,6252976,1228,Furnished,2021,2025-07-13,"Storage, Sauna, Pets Allowed, Balcony, Childrens Play Area, Parking, Swimming Pool",Marina View,4,4
DXB01102,Apartment,Al Barsha,2,1,1474,2079814,1411,Semi-Furnished,2013,2025-02-02,"Jacuzzi, Study Room, Swimming Pool, Steam Room, Pets Allowed, Security, Gym",Sea View,3,12
DXB01103,Studio,Arabian Ranches,0,1,486,853902,1757,Unfurnished,2025,2025-09-22,"Swimming Pool, Gym, Study Room, Storage",Marina View,1,0
DXB01104,Studio,Town Square,0,1,496,566432,1142,Semi-Furnished,2020,2025-10-10,"Swimming Pool, Pets Allowed, Balcony, Jacuzzi, Storage, Concierge, Gym",Garden View,1,5
DXB01105,Penthouse,The Greens,4,3,4490,6788880,1512,Furnished,2025,2025-02-14,"Security, Parking, Gym, Pets Allowed",City View,4,0
DXB01106,Penthouse,Al Furjan,3,2,4363,4851656,1112,Furnished,2019,2025-06-12,"Swimming Pool, Gym, Study Room, Concierge, Garden",Marina View,4,6
DXB01107,Studio,Al Furjan,0,1,475,697775,1469,Semi-Furnished,2018,2025-03-05,"Garden, Parking, Steam Room, Sauna, Balcony, Gym",Golf Course View,1,7
DXB01108,Penthouse,Dubai Sports City,4,4,4778,5862606,1227,Semi-Furnished,2021,2024-12-01,"Parking, Concierge, Gym, Balcony",Marina View,4,4
DXB01109,Studio,Dubai Hills Estate,0,1,387,474849,1227,Furnished,2023,2025-04-08,"Gym, Maid Room, Storage, BBQ Area, Childrens Play Area, Steam Room, Concierge, Sauna",Marina View,1,2
DXB01110,Townhouse,International City,4,4,3515,6098525,1735,Unfurnished,2022,2025-06-05,"BBQ Area, Jacuzzi, Steam Room, Security, Parking, Balcony, Gym",Garden View,4,3
DXB01111,Villa,Dubai Sports City,5,4,4808,9515032,1979,Furnished,2023,2025-02-05,"Pets Allowed, Swimming Pool, Childrens Play Area, Gym, Parking",City View,4,2
DXB01112,Studio,Damac Hills,0,1,505,875670,1734,Semi-Furnished,2022,2025-02-13,"Pets Allowed, BBQ Area, Steam Room",City View,1,3
DXB01113,Penthouse,Bur Dubai,4,3,4751,5615682,1182,Furnished,2020,2025-09-05,"Storage, Gym, Parking, Balcony, Jacuzzi, Childrens Play Area",Marina View,4,5
DXB01114,Townhouse,Emirates Hills,4,4,3510,8136180,2318,Unfurnished,2015,2025-09-26,"BBQ Area, Pets Allowed, Parking",City View,4,10
DXB01115,Studio,The Greens,0,1,392,510776,1303,Unfurnished,2014,2024-12-19,"Jacuzzi, BBQ Area, Childrens Play Area, Study Room, Garden, Sauna, Steam Room, Gym",City View,1,11
DXB01116,Studio,Al Barsha,0,1,484,799084,1651,Semi-Furnished,2022,2024-12-07,"Pets Allowed, Study Room, BBQ Area, Jacuzzi, Sauna",Marina View,1,3
DXB01117,Studio,Jumeirah Village Circle,0,1,417,478299,1147,Unfurnished,2011,2025-04-17,"Childrens Play Area, Balcony, Steam Room, Concierge, Jacuzzi",Marina View,1,14
DXB01118,Townhouse,Dubai Sports City,4,4,3483,5531004,1588,Unfurnished,2023,2025-10-03,"Parking, Study Room, Gym, Jacuzzi, Garden, Balcony, Concierge",Garden View,4,2
DXB01119,Apartment,Jumeirah Village Circle,2,2,1357,2601369,1917,Semi-Furnished,2016,2025-10-21,"Pets Allowed, Steam Room, Swimming Pool, Gym, BBQ Area",Marina View,3,9
DXB01120,Townhouse,Dubai Hills Estate,2,2,2245,2579505,1149,Semi-Furnished,2014,2025-06-08,"Pets Allowed, Security, Study Room, Maid Room, Balcony, Sauna",Marina View,3,11
DXB01121,Villa,Town Square,6,5,5174,8599188,1662,Semi-Furnished,2017,2025-07-04,"Garden, Pets Allowed, Gym, BBQ Area, Balcony, Jacuzzi, Concierge",Garden View,4,8
DXB01122,Apartment,Town Square,2,2,1475,1771475,1201,Furnished,2022,2025-08-21,"Garden, Pets Allowed, Study Room, BBQ Area, Concierge, Parking, Security",Garden View,3,3
DXB01123,Apartment,Dubai Silicon Oasis,3,2,1418,2054682,1449,Furnished,2022,2025-06-30,"Pets Allowed, Jacuzzi, Sauna, Garden, Maid Room",Garden View,4,3
DXB01124,Penthouse,Dubai Sports City,5,5,5720,10570560,1848,Semi-Furnished,2012,2025-07-20,"Concierge, Balcony, Childrens Play Area, Sauna, Study Room, Swimming Pool, Storage, Gym",Garden View,4,13
DXB01125,Apartment,Jumeirah Lake Towers,4,3,1938,2992272,1544,Unfurnished,2020,2025-10-07,"Jacuzzi, Study Room, Parking, Security, Gym",Garden View,4,5
DXB01126,Penthouse,Dubai Marina,5,4,5253,7291164,1388,Furnished,2021,2025-10-23,"Study Room, Security, Storage",Garden View,4,4
DXB01127,Penthouse,Deira,3,2,3473,4112032,1184,Unfurnished,2022,2024-11-09,"Swimming Pool, Gym, Parking, Study Room, Sauna, Security",Marina View,4,3
DXB01128,Apartment,Arabian Ranches,3,3,1447,1865183,1289,Furnished,2019,2025-04-08,"Balcony, Study Room, Maid Room",City View,4,6
DXB01129,Villa,Al Furjan,4,3,4262,6572004,1542,Semi-Furnished,2012,2025-08-31,"Study Room, Concierge, Jacuzzi",City View,4,13
DXB01130,Apartment,Discovery Gardens,4,3,2169,2192859,1011,Semi-Furnished,2024,2025-08-10,"Steam Room, Swimming Pool, Pets Allowed, Gym, Maid Room, Concierge, Study Room",Golf Course View,4,1
DXB01131,Townhouse,Dubai Marina,1,1,1635,3095055,1893,Unfurnished,2018,2025-10-17,"Maid Room, Parking, Storage, Balcony, Security, Steam Room",Marina View,2,7
DXB01132,Penthouse,Damac Hills,4,3,3979,7603869,1911,Unfurnished,2012,2025-08-25,"BBQ Area, Concierge, Pets Allowed, Security, Study Room, Steam Room",Golf Course View,4,13
DXB01133,Apartment,Jumeirah Lake Towers,2,2,1329,1969578,1482,Unfurnished,2022,2024-12-06,"Pets Allowed, Childrens Play Area, Maid Room",Sea View,3,3
DXB01134,Townhouse,Dubai Hills Estate,2,2,2187,3731022,1706,Semi-Furnished,2016,2025-04-16,"Storage, Security, Garden, Swimming Pool",Garden View,3,9
DXB01135,Townhouse,Jumeirah Lake Towers,3,3,3043,4573629,1503,Unfurnished,2024,2025-07-17,"BBQ Area, Security, Study Room, Parking, Pets Allowed",Garden View,4,1
DXB01136,Villa,Dubai Silicon Oasis,5,5,5116,6947528,1358,Semi-Furnished,2019,2025-09-09,"Garden, Parking, Security, Concierge, Jacuzzi",Golf Course View,4,6
DXB01137,Villa,Motor City,5,5,5528,7125592,1289,Unfurnished,2016,2024-11-01,"Pets Allowed, Security, Steam Room, Swimming Pool, Garden, Storage, Childrens Play Area, Parking",Sea View,4,9
DXB01138,Penthouse,Dubai Hills Estate,5,4,5119,9116939,1781,Unfurnished,2012,2025-06-27,"Parking, Pets Allowed, Maid Room, Steam Room, BBQ Area",Garden View,4,13
DXB01139,Villa,Arabian Ranches,6,5,5029,6185670,1230,Furnished,2011,2025-09-30,"Swimming Pool, Gym, Childrens Play Area, Garden, Study Room, Security",Marina View,4,14
DXB01140,Penthouse,Damac Hills,4,3,4849,6483113,1337,Furnished,2018,2025-05-15,"Study Room, Garden, Childrens Play Area, Jacuzzi, Balcony, Pets Allowed, Concierge, Steam Room",City View,4,7
DXB01141,Penthouse,Deira,4,4,4472,4892368,1094,Semi-Furnished,2014,2025-10-02,"Swimming Pool, Study Room, Pets Allowed, Storage, Gym, Concierge",Golf Course View,4,11
DXB01142,Apartment,Dubai Hills Estate,1,1,1127,1771644,1572,Semi-Furnished,2017,2025-03-24,"Jacuzzi, Childrens Play Area, Swimming Pool",City View,2,8
DXB01143,Villa,Bur Dubai,3,3,3762,6974748,1854,Semi-Furnished,2021,2025-10-26,"Childrens Play Area, Maid Room, Steam Room, Storage, Swimming Pool, Security, Pets Allowed, BBQ Area",Golf Course View,4,4
DXB01144,Apartment,Mirdif,4,4,2072,2886296,1393,Semi-Furnished,2022,2025-05-20,"Steam Room, Gym, Garden, Study Room",Golf Course View,4,3
DXB01145,Townhouse,Jumeirah Village Circle,3,2,2965,4459360,1504,Furnished,2015,2024-11-26,"Concierge, Storage, Parking",City View,4,10
DXB01146,Studio,Bur Dubai,0,1,422,452384,1072,Furnished,2021,2025-03-19,"Study Room, Swimming Pool, Childrens Play Area, Jacuzzi, Garden, Steam Room",Sea View,1,4
DXB01147,Penthouse,Deira,3,3,4357,8239087,1891,Semi-Furnished,2022,2025-10-23,"Maid Room, Swimming Pool, Garden, Childrens Play Area, Balcony, BBQ Area, Gym, Sauna",City View,4,3
DXB01148,Penthouse,Business Bay,3,2,3790,4335760,1144,Semi-Furnished,2018,2025-09-18,"Swimming Pool, Security, Concierge, Jacuzzi, BBQ Area, Garden",Golf Course View,4,7
DXB01149,Studio,Downtown Dubai,0,1,465,1114605,2397,Furnished,2013,2024-11-02,"Gym, Parking, Childrens Play Area, Swimming Pool, Pets Allowed, Balcony, Garden, Jacuzzi",Marina View,1,12
DXB01150,Apartment,Bur Dubai,4,3,1877,3725845,1985,Furnished,2013,2025-08-27,"Balcony, Concierge, Childrens Play Area, Gym, Maid Room, BBQ Area, Steam Room, Security",City View,4,12
DXB01151,Villa,Mudon,3,2,4145,5902480,1424,Furnished,2021,2025-04-26,"Parking, Steam Room, Study Room, Concierge, Storage, BBQ Area",Golf Course View,4,4
DXB01152,Apartment,DIFC,2,2,1317,2718288,2064,Unfurnished,2011,2025-02-14,"Storage, Pets Allowed, Childrens Play Area",City View,3,14
DXB01153,Townhouse,Jumeirah Lake Towers,4,4,2790,4570020,1638,Unfurnished,2013,2025-09-30,"Balcony, Steam Room, Maid Room",Golf Course View,4,12
DXB01154,Penthouse,JBR (Jumeirah Beach Residence),3,3,3971,5225836,1316,Furnished,2023,2025-03-20,"Childrens Play Area, Security, Storage, Swimming Pool, Pets Allowed, Gym, Maid Room",Golf Course View,4,2
DXB01155,Penthouse,Discovery Gardens,4,3,4842,6435018,1329,Semi-Furnished,2025,2025-01-12,"BBQ Area, Storage, Garden, Swimming Pool, Steam Room, Balcony, Sauna, Childrens Play Area",Golf Course View,4,0
DXB01156,Villa,JBR (Jumeirah Beach Residence),6,6,5135,7183865,1399,Semi-Furnished,2019,2024-12-01,"Study Room, Garden, Steam Room, Childrens Play Area, Concierge, BBQ Area, Storage, Pets Allowed",Garden View,4,6
DXB01157,Townhouse,Emirates Hills,1,1,2085,3456930,1658,Unfurnished,2024,2025-10-03,"Jacuzzi, Storage, Garden",Garden View,2,1
DXB01158,Apartment,Emirates Hills,2,1,1342,2514908,1874,Furnished,2016,2025-06-21,"Gym, Balcony, Maid Room",Marina View,3,9
DXB01159,Apartment,The Springs,3,3,1384,2732016,1974,Furnished,2024,2024-12-06,"Jacuzzi, Storage, Maid Room, Balcony, Security",Golf Course View,4,1
DXB01160,Townhouse,Bur Dubai,4,3,3148,3229848,1026,Unfurnished,2015,2025-02-10,"Maid Room, Balcony, Gym, Garden, Parking, BBQ Area, Jacuzzi, Swimming Pool",City View,4,10
DXB01161,Villa,Downtown Dubai,3,3,4041,6841413,1693,Furnished,2020,2025-02-14,"Maid Room, Study Room, Storage, Childrens Play Area",Sea View,4,5
DXB01162,Townhouse,Dubai Silicon Oasis,3,2,2372,3973100,1675,Unfurnished,2023,2025-06-11,"Steam Room, Storage, Sauna, Security, Childrens Play Area, Balcony",Marina View,4,2
DXB01163,Apartment,Palm Jumeirah,4,3,1616,3705488,2293,Semi-Furnished,2022,2024-12-17,"Maid Room, Jacuzzi, Garden, Sauna, Concierge",Sea View,4,3
DXB01164,Townhouse,Downtown Dubai,1,1,1714,3630252,2118,Semi-Furnished,2018,2025-04-23,"Balcony, Parking, Sauna, Jacuzzi, Childrens Play Area, Storage, Gym, Steam Room",Marina View,2,7
DXB01165,Studio,Jumeirah Village Circle,0,1,455,722995,1589,Semi-Furnished,2019,2025-02-06,"Concierge, Study Room, Gym, Sauna",Marina View,1,6
DXB01166,Townhouse,Arabian Ranches,3,3,2471,4657835,1885,Semi-Furnished,2016,2024-11-25,"Parking, Balcony, Childrens Play Area, Pets Allowed, Study Room, Gym, Garden",Marina View,4,9
DXB01167,Penthouse,Town Square,5,4,4259,5881679,1381,Furnished,2016,2025-07-10,"Steam Room, Parking, Study Room",Golf Course View,4,9
DXB01168,Studio,International City,0,1,405,726570,1794,Unfurnished,2016,2025-07-19,"Swimming Pool, Jacuzzi, Gym, Maid Room",Marina View,1,9
DXB01169,Townhouse,Jumeirah Village Circle,1,1,1836,2518992,1372,Semi-Furnished,2024,2025-07-09,"Parking, Study Room, Maid Room, Concierge, Sauna",Garden View,2,1
DXB01170,Penthouse,International City,4,3,4683,6003606,1282,Furnished,2013,2025-08-02,"Study Room, Maid Room, Jacuzzi, Concierge, Steam Room, Gym",Marina View,4,12
DXB01171,Penthouse,Jumeirah Lake Towers,4,4,3960,6672600,1685,Unfurnished,2019,2025-01-03,"Storage, Jacuzzi, Maid Room",City View,4,6
DXB01172,Studio,Mudon,0,1,424,794576,1874,Semi-Furnished,2018,2025-02-16,"Pets Allowed, Maid Room, Gym, Study Room, Parking, Balcony, Swimming Pool",Marina View,1,7
DXB01173,Apartment,Downtown Dubai,1,1,1050,2405550,2291,Semi-Furnished,2016,2024-12-14,"Storage, Parking, Concierge, BBQ Area",Marina View,2,9
DXB01174,Penthouse,Business Bay,5,5,5642,5873322,1041,Semi-Furnished,2017,2025-08-02,"Steam Room, Maid Room, Sauna, Study Room, Concierge",Marina View,4,8
DXB01175,Studio,Emirates Hills,0,1,396,755172,1907,Semi-Furnished,2021,2025-07-17,"BBQ Area, Swimming Pool, Storage, Study Room",Golf Course View,1,4
DXB01176,Studio,International City,0,1,479,893814,1866,Unfurnished,2011,2025-04-26,"Security, Parking, Jacuzzi, Pets Allowed, Steam Room",Golf Course View,1,14
DXB01177,Penthouse,Damac Hills,5,4,5023,9558769,1903,Unfurnished,2019,2025-09-01,"Jacuzzi, Childrens Play Area, Gym, Parking, Maid Room, Sauna",Marina View,4,6
DXB01178,Penthouse,Damac Hills,3,2,3841,4970254,1294,Semi-Furnished,2015,2025-09-11,"Study Room, Concierge, Maid Room, Storage",City View,4,10
DXB01179,Apartment,Damac Hills,1,1,1078,1761452,1634,Semi-Furnished,2017,2025-06-27,"Steam Room, Maid Room, Parking, Swimming Pool, Concierge, Garden, Security",City View,2,8
DXB01180,Studio,Downtown Dubai,0,1,463,1069993,2311,Unfurnished,2016,2025-02-26,"Swimming Pool, Gym, Steam Room, Balcony, Parking",Golf Course View,1,9
DXB01181,Villa,Arabian Ranches,3,2,4039,6838027,1693,Semi-Furnished,2025,2024-12-13,"Study Room, BBQ Area, Swimming Pool, Childrens Play Area, Sauna, Balcony, Maid Room",Sea View,4,0
DXB01182,Townhouse,Bur Dubai,1,1,2170,4105640,1892,Furnished,2021,2025-07-22,"Pets Allowed, Sauna, Steam Room, Maid Room",Garden View,2,4
DXB01183,Villa,Town Square,3,2,4218,6761454,1603,Semi-Furnished,2024,2024-11-02,"Balcony, Maid Room, Garden, Childrens Play Area, Sauna, Study Room, BBQ Area, Jacuzzi",Golf Course View,4,1
DXB01184,Studio,The Springs,0,1,486,860706,1771,Furnished,2012,2025-08-26,"BBQ Area, Garden, Balcony, Storage, Childrens Play Area",Garden View,1,13
DXB01185,Apartment,Jumeirah Village Circle,1,1,1074,2086782,1943,Semi-Furnished,2023,2025-04-26,"Balcony, Maid Room, Steam Room",Golf Course View,2,2
DXB01186,Penthouse,Dubai Marina,4,4,4809,5862171,1219,Unfurnished,2020,2025-06-12,"Study Room, Pets Allowed, Gym, Jacuzzi, Childrens Play Area, Sauna, Steam Room, Balcony",City View,4,5
DXB01187,Studio,Arabian Ranches,0,1,451,453255,1005,Unfurnished,2025,2025-02-10,"Maid Room, Study Room, Concierge, Parking, Pets Allowed, Swimming Pool, Jacuzzi, BBQ Area",Garden View,1,0
DXB01188,Apartment,Palm Jumeirah,1,1,860,1804280,2098,Unfurnished,2016,2024-10-31,"Balcony, Gym, Sauna, Jacuzzi, Parking, Childrens Play Area, Pets Allowed, Study Room",City View,2,9
DXB01189,Apartment,Jumeirah Lake Towers,4,4,1678,2928110,1745,Semi-Furnished,2020,2025-03-05,"Garden, Gym, Jacuzzi, Concierge, Sauna, Parking",Garden View,4,5
DXB01190,Apartment,Damac Hills,2,2,1348,1895288,1406,Semi-Furnished,2015,2025-02-19,"Gym, Security, Maid Room, Childrens Play Area, Balcony, Swimming Pool",City View,3,10
DXB01191,Apartment,Discovery Gardens,4,3,1681,2497966,1486,Unfurnished,2018,2025-02-22,"Pets Allowed, Parking, Steam Room, Gym, Maid Room, Jacuzzi, Childrens Play Area, Security",Sea View,4,7
DXB01192,Penthouse,Dubai Silicon Oasis,3,2,3696,6830208,1848,Semi-Furnished,2012,2025-04-02,"Steam Room, Sauna, Swimming Pool, Concierge, Childrens Play Area",Sea View,4,13
DXB01193,Apartment,Deira,3,2,1457,2370539,1627,Furnished,2020,2025-07-25,"Swimming Pool, Balcony, Steam Room, Sauna, Maid Room, BBQ Area, Pets Allowed",Marina View,4,5
DXB01194,Studio,Dubai Silicon Oasis,0,1,436,759076,1741,Furnished,2019,2025-05-16,"Swimming Pool, Pets Allowed, Childrens Play Area",City View,1,6
DXB01195,Studio,DIFC,0,1,427,1022238,2394,Semi-Furnished,2023,2024-11-06,"Parking, Gym, Storage, Swimming Pool, Balcony, Steam Room, BBQ Area",City View,1,2
DXB01196,Townhouse,Town Square,1,1,1895,2040915,1077,Furnished,2020,2025-10-21,"Swimming Pool, Study Room, Childrens Play Area, Gym, Pets Allowed, Parking",Golf Course View,2,5
DXB01197,Apartment,Jumeirah Lake Towers,3,3,1655,2017445,1219,Semi-Furnished,2019,2024-11-02,"Pets Allowed, Study Room, Maid Room, Balcony, Steam Room, Swimming Pool, Jacuzzi",Sea View,4,6
DXB01198,Villa,Mirdif,6,5,5055,5793030,1146,Semi-Furnished,2018,2025-05-04,"Steam Room, Sauna, BBQ Area, Parking",Golf Course View,4,7
DXB01199,Penthouse,Business Bay,3,3,3629,6488652,1788,Furnished,2012,2024-11-19,"Jacuzzi, Balcony, Security, Swimming Pool, Pets Allowed",Golf Course View,4,13
DXB01200,Studio,Dubai Hills Estate,0,1,433,611829,1413,Unfurnished,2013,2025-08-17,"Garden, Parking, Pets Allowed, Steam Room, Gym",Marina View,1,12
DXB01201,Townhouse,Business Bay,3,3,2605,3433390,1318,Unfurnished,2018,2025-01-24,"Swimming Pool, Storage, BBQ Area, Gym, Study Room, Garden, Concierge",Sea View,4,7
DXB01202,Villa,Al Barsha,5,4,5059,10082587,1993,Unfurnished,2024,2025-09-02,"Swimming Pool, Sauna, Childrens Play Area, Maid Room, Jacuzzi",Golf Course View,4,1
DXB01203,Apartment,Business Bay,2,1,1243,1517703,1221,Semi-Furnished,2022,2024-12-18,"Security, Maid Room, Swimming Pool, Study Room, Storage, Garden, Gym",Golf Course View,3,3
DXB01204,Townhouse,Emirates Hills,1,1,2172,4808808,2214,Furnished,2012,2024-12-13,"Jacuzzi, Concierge, Security, Parking, Pets Allowed, Sauna, Balcony, Storage",City View,2,13
DXB01205,Penthouse,The Springs,4,4,3948,4658640,1180,Semi-Furnished,2025,2025-03-07,"Study Room, Sauna, Steam Room, Maid Room, Gym, Childrens Play Area, Storage, Pets Allowed",Garden View,4,0
DXB01206,Apartment,Arabian Ranches,3,2,1589,2458183,1547,Semi-Furnished,2016,2025-06-06,"BBQ Area, Security, Parking, Pets Allowed, Storage, Gym",City View,4,9
DXB01207,Villa,Dubai Marina,5,5,4941,6136722,1242,Semi-Furnished,2011,2025-03-19,"Jacuzzi, Childrens Play Area, Balcony, Study Room, Gym, Swimming Pool",Garden View,4,14
DXB01208,Penthouse,Al Barsha,3,2,3961,6377210,1610,Semi-Furnished,2023,2025-09-11,"Swimming Pool, Study Room, Gym, Parking, Storage, Garden",Golf Course View,4,2
DXB01209,Apartment,Town Square,3,3,1780,2244580,1261,Semi-Furnished,2015,2024-11-13,"Study Room, Childrens Play Area, Gym, Concierge, Pets Allowed, BBQ Area",Golf Course View,4,10
DXB01210,Villa,Bur Dubai,3,2,3909,5617233,1437,Unfurnished,2025,2024-12-16,"Steam Room, Pets Allowed, Study Room, Storage, Concierge, Maid Room, Swimming Pool",Garden View,4,0
DXB01211,Penthouse,Mudon,4,4,3886,5257758,1353,Unfurnished,2023,2025-04-20,"Storage, Pets Allowed, Security, Gym, Steam Room",City View,4,2
DXB01212,Penthouse,Dubai Marina,5,5,4698,6144984,1308,Semi-Furnished,2012,2024-11-06,"Storage, Maid Room, Jacuzzi, Childrens Play Area",Sea View,4,13
DXB01213,Villa,The Springs,5,4,5257,9898931,1883,Furnished,2016,2025-01-09,"Security, Maid Room, Garden, Steam Room, Jacuzzi, Concierge, Pets Allowed, Gym",Marina View,4,9
DXB01214,Villa,Emirates Hills,4,3,4863,9035454,1858,Unfurnished,2021,2025-09-30,"Pets Allowed, Steam Room, Study Room, Security, Maid Room, Storage",City View,4,4
DXB01215,Penthouse,Jumeirah Village Circle,5,4,5310,10322640,1944,Furnished,2014,2025-06-09,"Security, Parking, Garden, Gym, Maid Room",Garden View,4,11
DXB01216,Apartment,Dubai Silicon Oasis,1,1,987,1420293,1439,Unfurnished,2020,2025-07-14,"Security, Storage, BBQ Area, Balcony, Pets Allowed, Study Room, Steam Room",City View,2,5
DXB01217,Townhouse,Arabian Ranches,3,2,2972,5628968,1894,Semi-Furnished,2019,2025-05-24,"Swimming Pool, Study Room, Gym, Jacuzzi, Pets Allowed, Parking, Maid Room",Garden View,4,6
DXB01218,Apartment,Downtown Dubai,2,1,1442,2604252,1806,Semi-Furnished,2011,2025-10-15,"Steam Room, Parking, Sauna, Concierge, BBQ Area, Jacuzzi, Security",Marina View,3,14
DXB01219,Apartment,Motor City,2,2,1418,2071698,1461,Semi-Furnished,2011,2025-09-03,"Security, Parking, Concierge, Steam Room, Storage, BBQ Area, Study Room",Sea View,3,14
DXB01220,Apartment,Mudon,2,1,1165,1579740,1356,Semi-Furnished,2017,2025-07-18,"Gym, Balcony, Pets Allowed, Childrens Play Area, Security",City View,3,8
DXB01221,Penthouse,Arabian Ranches,4,4,3968,7896320,1990,Furnished,2025,2024-11-16,"Garden, Security, Childrens Play Area, BBQ Area, Parking, Pets Allowed",Golf Course View,4,0
DXB01222,Apartment,Emirates Hills,3,2,1647,3396114,2062,Furnished,2022,2024-11-27,"Swimming Pool, Gym, Steam Room, Jacuzzi",Garden View,4,3
DXB01223,Penthouse,Discovery Gardens,4,4,4834,5887812,1218,Unfurnished,2023,2025-07-02,"Security, Steam Room, Parking, Maid Room, Storage, Pets Allowed",Sea View,4,2
DXB01224,Penthouse,Deira,3,3,3392,6624576,1953,Furnished,2016,2025-10-19,"Security, Steam Room, Maid Room, BBQ Area, Sauna, Parking, Pets Allowed, Garden",Sea View,4,9
DXB01225,Villa,The Greens,5,5,5492,5794060,1055,Furnished,2013,2024-12-04,"Security, Swimming Pool, Study Room, Storage, Concierge, Jacuzzi, Maid Room",Sea View,4,12
DXB01226,Townhouse,Mirdif,4,4,3522,7040478,1999,Unfurnished,2011,2025-06-20,"Steam Room, Garden, Security, Study Room",Sea View,4,14
DXB01227,Studio,Deira,0,1,448,772352,1724,Semi-Furnished,2013,2025-05-27,"Study Room, Maid Room, Balcony, Sauna, BBQ Area, Garden",City View,1,12
DXB01228,Penthouse,Business Bay,3,2,3945,4118580,1044,Unfurnished,2023,2024-12-31,"Balcony, Concierge, BBQ Area, Childrens Play Area, Security",Sea View,4,2
DXB01229,Villa,Dubai Hills Estate,4,3,4844,6277824,1296,Unfurnished,2018,2024-12-09,"Sauna, Study Room, Security, Jacuzzi, Maid Room, Balcony, Pets Allowed",Marina View,4,7
DXB01230,Apartment,Damac Hills,4,4,2174,2184870,1005,Furnished,2016,2025-10-27,"Jacuzzi, Sauna, Swimming Pool, Gym, Garden, Balcony, Parking",Golf Course View,4,9
DXB01231,Villa,Palm Jumeirah,3,3,4459,10603502,2378,Unfurnished,2018,2025-01-14,"Steam Room, Gym, Storage",City View,4,7
DXB01232,Apartment,Dubai Hills Estate,3,3,1696,3274976,1931,Unfurnished,2024,2024-11-30,"Security, Parking, Steam Room, Balcony, Garden, BBQ Area",Golf Course View,4,1
DXB01233,Penthouse,Business Bay,5,4,5486,10686728,1948,Unfurnished,2017,2024-11-23,"Swimming Pool, Study Room, BBQ Area, Maid Room",Marina View,4,8
DXB01234,Villa,Mirdif,5,5,4999,9798040,1960,Furnished,2023,2025-05-21,"Storage, Balcony, Sauna, Swimming Pool, BBQ Area, Childrens Play Area",Sea View,4,2
DXB01235,Townhouse,JBR (Jumeirah Beach Residence),2,1,2220,3072480,1384,Unfurnished,2014,2024-11-15,"Swimming Pool, Garden, Storage, Childrens Play Area, Study Room, Parking, Balcony",Golf Course View,3,11
DXB01236,Apartment,Deira,4,3,1825,2921825,1601,Furnished,2021,2024-12-26,"Concierge, Pets Allowed, Parking, Gym, Swimming Pool, Steam Room, Childrens Play Area, Security",City View,4,4
DXB01237,Townhouse,The Greens,4,4,2776,5504808,1983,Semi-Furnished,2011,2025-10-12,"Parking, Balcony, Jacuzzi, Maid Room, Gym",Golf Course View,4,14
DXB01238,Studio,DIFC,0,1,456,684456,1501,Semi-Furnished,2022,2025-06-08,"Parking, Maid Room, Swimming Pool, Study Room, Sauna, Pets Allowed, Gym, Balcony",Marina View,1,3
